Aug-14,10,playstation
Apr-15,22.3,
Nov-15,30.2,
Jan-16,35.9,
Dec-17,73.6,
Jul-18,82.2,
Dec-18,91.6,
Jan-19,92.6,
Feb-19,93.6,
Mar-19,94.7,
Jun-19,96.9,
Sep-19,100.4,
Mar-20,108.27,
Jun-20,112.14,
Jul-20,112.5,
Aug-20,112.96,
Sep-20,113.7,
Oct-20,113.79,
Nov-20,114.19,
Dec-20,114.83,
Jan-21,114.93,
Feb-21,115.11,
Mar-21,115.31,
Apr-21,115.52,
May-21,115.65,
Jun-21,115.79,
Jul-21,116.3,
